mode,sample,label,level_numeric,n_reads_sub,n_reads_orig,n_sites_compared,r_shannon_profile,r_pi_profile,r_minor_af_spectrum,mean_shannon_sub,mean_shannon_orig,delta_mean_shannon,mean_pi_sub,mean_pi_orig,delta_mean_pi,mean_abs_diff_minor_af,n_variable_sites_orig_1pct,n_variable_sites_sub_1pct,variable_site_recall_1pct,variable_site_precision_1pct,n_variable_sites_orig_2pct,n_variable_sites_sub_2pct,variable_site_recall_2pct,variable_site_precision_2pct,n_variable_sites_orig_5pct,n_variable_sites_sub_5pct,variable_site_recall_5pct,variable_site_precision_5pct,n_variable_sites_orig_20pct,n_variable_sites_sub_20pct,variable_site_recall_20pct,variable_site_precision_20pct
percent,barcode02,20pct,20.0,3953,19999,1158,0.9914992426132602,0.9959072969785633,0.9979843057387106,0.07879851290830797,0.07956064425303051,-0.0007621313447225414,0.021602827459502406,0.021527663429857447,7.516402964495919e-05,0.0009681432154258723,188,198,0.973404255319149,0.9242424242424242,109,116,0.963302752293578,0.9051724137931034,33,35,0.9393939393939394,0.8857142857142857,9,9,1.0,1.0
percent,barcode02,2pct,2.0,363,19999,1158,0.9398285302415756,0.9644308911533833,0.9786118457276194,0.0799262350854071,0.07956064425303051,0.0003655908323765833,0.023616986903466117,0.021527663429857447,0.00208932347360867,0.003930913990798209,188,239,0.9095744680851063,0.7154811715481172,109,141,0.926605504587156,0.7163120567375887,33,47,0.9393939393939394,0.6595744680851063,9,10,1.0,0.9
percent,barcode02,40pct,40.0,7887,19999,1158,0.9945379700984429,0.9973456446265467,0.9987408127298785,0.08007387212446798,0.07956064425303051,0.0005132278714374688,0.021840570618733752,0.021527663429857447,0.00031290718887630464,0.0007192910291257715,188,195,0.9680851063829787,0.9333333333333333,109,118,0.9908256880733946,0.9152542372881356,33,34,1.0,0.9705882352941176,9,9,1.0,1.0
percent,barcode02,5pct,5.0,949,19999,1158,0.9690567023011755,0.9838466415020991,0.9903855891237059,0.07486393587487306,0.07956064425303051,-0.0046967083781574576,0.021142372085438673,0.021527663429857447,-0.00038529134441877416,0.0020846436863613217,188,191,0.8936170212765957,0.8795811518324608,109,118,0.908256880733945,0.8389830508474576,33,39,0.9696969696969697,0.8205128205128205,9,9,1.0,1.0
percent,barcode03,0p5pct,0.5,110,20473,1223,0.86224988246212,0.8821869473946073,0.9222252479709853,0.09397775293155945,0.09602956749687071,-0.002051814565311255,0.03229561638459053,0.027619316162872342,0.00467630022171819,0.008649754854621952,279,376,0.7168458781362007,0.5319148936170213,143,190,0.7972027972027972,0.6,58,87,0.9137931034482759,0.6091954022988506,17,21,0.8235294117647058,0.6666666666666666
percent,barcode03,10pct,10.0,2018,20473,1223,0.9870582454609544,0.9931763332320024,0.9939805930798984,0.09380464138487185,0.09602956749687071,-0.0022249261119988567,0.027705716137574273,0.027619316162872342,8.639997470193117e-05,0.0019108362777839254,279,273,0.8853046594982079,0.9047619047619048,143,155,0.9440559440559441,0.8709677419354839,58,61,0.9655172413793104,0.9180327868852459,17,16,0.9411764705882353,1.0
percent,barcode03,1pct,1.0,212,20473,1223,0.9212532773207579,0.9409458568447835,0.9547538877125968,0.09148642083837544,0.09602956749687071,-0.00454314665849527,0.02973092231655962,0.027619316162872342,0.0021116061536872767,0.006222217473523039,279,336,0.7491039426523297,0.6220238095238095,143,157,0.8461538461538461,0.7707006369426752,58,86,0.9827586206896551,0.6627906976744186,17,18,0.8823529411764706,0.8333333333333334
percent,barcode03,20pct,20.0,4120,20473,1223,0.993510254380642,0.9961938583284713,0.9973512743060886,0.09760783533771515,0.09602956749687071,0.001578267840844444,0.028538206529842805,0.027619316162872342,0.000918890366970463,0.001373200544831356,279,284,0.946236559139785,0.9295774647887324,143,154,0.972027972027972,0.9025974025974026,58,63,0.9827586206896551,0.9047619047619048,17,17,1.0,1.0
percent,barcode03,2pct,2.0,423,20473,1223,0.949269777003375,0.9716804405916412,0.9812072960025492,0.0909333091018223,0.09602956749687071,-0.005096258395048403,0.028116863124263394,0.027619316162872342,0.0004975469613910516,0.004073245544413358,279,278,0.7992831541218638,0.802158273381295,143,158,0.8671328671328671,0.7848101265822784,58,60,0.9137931034482759,0.8833333333333333,17,16,0.8823529411764706,0.9375
percent,barcode03,40pct,40.0,8262,20473,1223,0.997426796564939,0.9985953210854638,0.9992462025128513,0.09669380982897963,0.09602956749687071,0.0006642423321089191,0.0279795860324643,0.027619316162872342,0.00036026986959195734,0.0007925826490707449,279,279,0.956989247311828,0.956989247311828,143,146,0.9790209790209791,0.958904109589041,58,61,1.0,0.9508196721311475,17,17,1.0,1.0
percent,barcode03,5pct,5.0,985,20473,1223,0.9744779066577643,0.9862805671866459,0.989997768729281,0.09145887024498404,0.09602956749687071,-0.004570697251886663,0.027483810198907596,0.027619316162872342,-0.00013550596396474587,0.002681386196524912,279,272,0.8602150537634409,0.8823529411764706,143,157,0.916083916083916,0.8343949044585988,58,60,0.9482758620689655,0.9166666666666666,17,17,1.0,1.0
percent,barcode04,0p5pct,0.5,104,19046,1153,0.8474016002233608,0.8568203950675911,0.866306956109334,0.09903281228673579,0.12924973083962946,-0.03021691855289367,0.03414101503138191,0.04095274180148474,-0.006811726770102833,0.00993339405951542,316,511,0.8322784810126582,0.5146771037181996,202,222,0.7326732673267327,0.6666666666666666,103,86,0.7475728155339806,0.8953488372093024,33,27,0.7272727272727273,0.8888888888888888
percent,barcode04,10pct,10.0,1867,19046,1186,0.9882478500799301,0.993804511609273,0.9950964737904753,0.12947797909185688,0.130952202451003,-0.0014742233591461262,0.04177781816530923,0.04178280124548132,-4.98308017208432e-06,0.0024923596114770803,330,340,0.9181818181818182,0.8911764705882353,210,216,0.9523809523809523,0.9259259259259259,107,107,0.9532710280373832,0.9532710280373832,36,36,1.0,1.0
percent,barcode04,1pct,1.0,206,19046,1157,0.891005021298086,0.8923744268655027,0.8692158737127165,0.10620898041675526,0.13101477626901042,-0.02480579585225516,0.035313588009605094,0.04176249177676942,-0.006448903767164324,0.008612631544979533,318,373,0.8270440251572327,0.7050938337801609,204,189,0.7647058823529411,0.8253968253968254,105,86,0.7714285714285715,0.9418604651162791,35,30,0.7428571428571429,0.8666666666666667
percent,barcode04,20pct,20.0,3767,19046,1186,0.9964699498387547,0.9981703119862261,0.9986560868608533,0.1314594333383121,0.130952202451003,0.0005072308873090847,0.042156329860059266,0.04178280124548132,0.000373528614577949,0.0015986369267735913,330,339,0.9484848484848485,0.9233038348082596,210,214,0.9761904761904762,0.9579439252336449,107,106,0.9626168224299065,0.9716981132075472,36,36,1.0,1.0
percent,barcode04,2pct,2.0,398,19046,1186,0.9661432622473257,0.9754519688648758,0.9668313037241706,0.11305344992779127,0.130952202451003,-0.017898752523211728,0.0378514444621162,0.04178280124548132,-0.00393135678336512,0.00584343165378386,330,339,0.8090909090909091,0.7876106194690266,210,184,0.8047619047619048,0.9184782608695652,107,94,0.822429906542056,0.9361702127659575,36,32,0.8611111111111112,0.96875
percent,barcode04,40pct,40.0,7703,19046,1186,0.9988396660426351,0.9993197414199904,0.9993396292460762,0.1315173455523364,0.130952202451003,0.0005651431013334041,0.04197990028111979,0.04178280124548132,0.00019709903563847053,0.0009474509061928101,330,338,0.9818181818181818,0.9585798816568047,210,209,0.9809523809523809,0.9856459330143541,107,105,0.9719626168224299,0.9904761904761905,36,36,1.0,1.0
percent,barcode04,5pct,5.0,924,19046,1186,0.980601670330007,0.9885178864815576,0.9922302912070294,0.12122960641827085,0.130952202451003,-0.00972259603273215,0.03973086611478036,0.04178280124548132,-0.002051935130700955,0.0035884278144630555,330,327,0.8818181818181818,0.8899082568807339,210,193,0.8571428571428571,0.9326424870466321,107,96,0.8504672897196262,0.9479166666666666,36,37,1.0,0.972972972972973
percent,barcode05,0p5pct,0.5,125,20500,1155,0.928465922924364,0.9627643051249205,0.9772226676161782,0.08294103836688337,0.09806737494869551,-0.015126336581812144,0.02712537629038428,0.02824141471247942,-0.0011160384220951398,0.0059486875903472704,245,348,0.7877551020408163,0.5545977011494253,144,166,0.8402777777777778,0.7289156626506024,60,68,0.9166666666666666,0.8088235294117647,19,17,0.8947368421052632,1.0
percent,barcode05,10pct,10.0,2111,20500,1158,0.9927145500789628,0.9967380161223678,0.9981145621618785,0.09668059218003149,0.0978133143918336,-0.0011327222118021202,0.028441528202083635,0.028168250425659524,0.00027327777642411136,0.0016509471422408047,245,268,0.9591836734693877,0.8768656716417911,144,138,0.9236111111111112,0.9637681159420289,60,61,1.0,0.9836065573770492,19,19,1.0,1.0
percent,barcode05,1pct,1.0,232,20500,1158,0.9503946066050913,0.9749669400807836,0.9854676853706823,0.08454620037530484,0.0978133143918336,-0.013267114016528761,0.026361211318855746,0.028168250425659524,-0.0018070391068037775,0.004638116752433483,245,265,0.763265306122449,0.7056603773584905,144,142,0.8194444444444444,0.8309859154929577,60,60,0.9333333333333333,0.9333333333333333,19,18,0.9473684210526315,1.0
percent,barcode05,20pct,20.0,4157,20500,1158,0.9967297562431955,0.9987107792079182,0.9993588738908571,0.09646621040385359,0.0978133143918336,-0.0013471039879800195,0.027941379922899405,0.028168250425659524,-0.0002268705027601188,0.0010043998892160357,245,249,0.9510204081632653,0.9357429718875502,144,139,0.9513888888888888,0.9856115107913669,60,60,1.0,1.0,19,19,1.0,1.0
percent,barcode05,2pct,2.0,444,20500,1158,0.966016160379853,0.9802467537524623,0.9898134812564714,0.09536026197870175,0.0978133143918336,-0.0024530524131318593,0.029208822456515092,0.028168250425659524,0.0010405720308555681,0.003666558467187446,245,280,0.889795918367347,0.7785714285714286,144,152,0.8958333333333334,0.8486842105263158,60,68,0.9833333333333333,0.8676470588235294,19,18,0.9473684210526315,1.0
percent,barcode05,40pct,40.0,8309,20500,1158,0.9984557688380946,0.9994337516235573,0.9997734696902217,0.09799347787061001,0.0978133143918336,0.00018016347877640448,0.028349896227717886,0.028168250425659524,0.0001816458020583618,0.0006027825664238519,245,255,0.9959183673469387,0.9568627450980393,144,149,0.9861111111111112,0.9530201342281879,60,60,1.0,1.0,19,19,1.0,1.0
percent,barcode05,5pct,5.0,1072,20500,1158,0.9856860516887104,0.992634349342432,0.9955978024688062,0.09753389104702184,0.0978133143918336,-0.00027942334481176334,0.029083494279791018,0.028168250425659524,0.0009152438541314943,0.002486429963289598,245,265,0.9224489795918367,0.8528301886792453,144,155,0.9305555555555556,0.864516129032258,60,63,1.0,0.9523809523809523,19,19,1.0,1.0
percent,barcode06,0p5pct,0.5,137,30537,1128,0.9186268312837657,0.9625087329851733,0.9836354486612764,0.06356704523792629,0.07536109027927307,-0.011794045041346776,0.019411899245226117,0.020108138024531055,-0.0006962387793049384,0.004541816558105022,169,203,0.8106508875739645,0.6748768472906403,105,123,0.8761904761904762,0.7479674796747967,22,19,0.6818181818181818,0.7894736842105263,10,10,1.0,1.0
