mode,sample,label,level_numeric,n_reads_sub,n_reads_orig,n_sites_compared,r_shannon_profile,r_pi_profile,r_minor_af_spectrum,mean_shannon_sub,mean_shannon_orig,delta_mean_shannon,mean_pi_sub,mean_pi_orig,delta_mean_pi,mean_abs_diff_minor_af,n_variable_sites_orig_1pct,n_variable_sites_sub_1pct,variable_site_recall_1pct,variable_site_precision_1pct,n_variable_sites_orig_2pct,n_variable_sites_sub_2pct,variable_site_recall_2pct,variable_site_precision_2pct,n_variable_sites_orig_5pct,n_variable_sites_sub_5pct,variable_site_recall_5pct,variable_site_precision_5pct,n_variable_sites_orig_20pct,n_variable_sites_sub_20pct,variable_site_recall_20pct,variable_site_precision_20pct
percent,barcode21,5pct,5.0,1668,32745,1128,0.9918494350844224,0.9965959054957115,0.9983434640478258,0.08521120408073646,0.08777483152059179,-0.0025636274398553316,0.023891403722349696,0.024420827078722215,-0.0005294233563725194,0.0014479027919031974,209,215,0.9473684210526315,0.9209302325581395,129,120,0.8914728682170543,0.9583333333333334,39,40,0.9743589743589743,0.95,14,14,1.0,1.0
percent,barcode29,0p5pct,0.5,47,9224,1136,0.8916658110659934,0.9428456378894069,0.9635379020397725,0.06438033351059065,0.08983135675888673,-0.02545102324829608,0.023232121962464793,0.025755520365981565,-0.0025233984035167717,0.007289636969169205,202,270,0.7227722772277227,0.5407407407407407,112,270,0.875,0.362962962962963,46,55,0.8913043478260869,0.7454545454545455,19,17,0.8421052631578947,0.9411764705882353
percent,barcode29,10pct,10.0,932,9224,1157,0.9838026647980463,0.9919194438122225,0.995907340748454,0.09035785438299217,0.08914225150602055,0.0012156028769716165,0.02683857029840284,0.02551981099417336,0.001318759304229481,0.002296508667490971,205,251,0.9560975609756097,0.7808764940239044,113,128,0.9292035398230089,0.8203125,46,54,1.0,0.8518518518518519,19,21,1.0,0.9047619047619048
percent,barcode29,1pct,1.0,105,9224,1157,0.9225458727694013,0.9571849164978449,0.9748890112942147,0.084171486588305,0.08914225150602055,-0.004970764917715545,0.028163786244432065,0.02551981099417336,0.002643975250258706,0.006525750080156148,205,426,0.8975609756097561,0.431924882629108,113,198,0.8849557522123894,0.5050505050505051,46,75,1.0,0.6133333333333333,19,21,1.0,0.9047619047619048
percent,barcode29,20pct,20.0,1858,9224,1157,0.9931182994543881,0.9970517157446546,0.9985285867567663,0.0891582292574959,0.08914225150602055,1.5977751475354518e-05,0.025975134948622604,0.02551981099417336,0.00045532395444924587,0.0013889227254036466,205,232,0.9707317073170731,0.8577586206896551,113,116,0.9380530973451328,0.9137931034482759,46,51,1.0,0.9019607843137255,19,19,0.9473684210526315,0.9473684210526315
percent,barcode29,2pct,2.0,199,9224,1157,0.9500689761115615,0.9760923836974221,0.9879452290024915,0.08569931822227539,0.08914225150602055,-0.0034429332837451615,0.026950895137751837,0.02551981099417336,0.001431084143578478,0.004408715265064436,205,330,0.9121951219512195,0.5666666666666667,113,136,0.8938053097345132,0.7426470588235294,46,58,0.9565217391304348,0.7586206896551724,19,19,0.9473684210526315,0.9473684210526315
percent,barcode29,40pct,40.0,3732,9224,1157,0.9977047261649195,0.9990579315774809,0.9994578719587416,0.09072150344674407,0.08914225150602055,0.0015792519407235167,0.026242358722556678,0.02551981099417336,0.0007225477283833194,0.0009074837671911902,205,224,0.975609756097561,0.8928571428571429,113,123,0.9911504424778761,0.9105691056910569,46,51,1.0,0.9019607843137255,19,19,1.0,1.0
percent,barcode29,5pct,5.0,471,9224,1157,0.97119010065556,0.9868705080818602,0.9936645090940242,0.08697314158390507,0.08914225150602055,-0.0021691099221154836,0.02629910777753974,0.02551981099417336,0.000779296783366381,0.003048623877010559,205,244,0.8780487804878049,0.7377049180327869,113,123,0.8672566371681416,0.7967479674796748,46,56,1.0,0.8214285714285714,19,19,0.9473684210526315,0.9473684210526315
percent,barcode30,0p5pct,0.5,189,37012,1128,0.9331443572392853,0.9641233697423388,0.9812314606952182,0.08438858676123875,0.08710217720145334,-0.002713590440214589,0.025243479330614833,0.023530174563217775,0.001713304767397058,0.00461863950167857,223,317,0.8699551569506726,0.61198738170347,112,145,0.9107142857142857,0.7034482758620689,28,45,0.9642857142857143,0.6,10,11,1.0,0.9090909090909091
percent,barcode30,10pct,10.0,3666,37012,1286,0.9732753929524525,0.9828974307805074,0.9925417006844612,0.09582996469905312,0.09413079190953842,0.0016991727895147024,0.026997473517178478,0.025703219638622866,0.0012942538785556124,0.0020288257837241435,282,313,0.950354609929078,0.8562300319488818,155,172,0.967741935483871,0.872093023255814,43,50,0.9069767441860465,0.78,10,11,1.0,0.9090909090909091
percent,barcode30,1pct,1.0,367,37012,1284,0.8145728885428939,0.764748823708443,0.8600316998945776,0.09033247932453177,0.09427741308073707,-0.003944933756205304,0.03007941469647318,0.02574325580628427,0.004336158890188908,0.0072175792184612595,282,283,0.7801418439716312,0.7773851590106007,155,155,0.8064516129032258,0.8064516129032258,43,64,0.8837209302325582,0.59375,10,28,1.0,0.35714285714285715
percent,barcode30,20pct,20.0,7265,37012,1286,0.9821258781884952,0.9893265528265994,0.9952417990236361,0.09252253154418628,0.09413079190953842,-0.0016082603653521377,0.02547973392922125,0.025703219638622866,-0.00022348570940161627,0.0013892784464812837,282,294,0.950354609929078,0.9115646258503401,155,157,0.9612903225806452,0.9490445859872612,43,39,0.8604651162790697,0.9487179487179487,10,10,1.0,1.0
percent,barcode30,2pct,2.0,755,37012,1284,0.8632791215912169,0.8618653638096382,0.926739873535893,0.08981541168094731,0.09427741308073707,-0.004462001399789764,0.027679119752584767,0.02574325580628427,0.0019358639463004958,0.005110422465743664,282,273,0.7907801418439716,0.8168498168498168,155,154,0.8129032258064516,0.8181818181818182,43,69,0.9534883720930233,0.5942028985507246,10,11,1.0,0.9090909090909091
