mode,sample,label,level_numeric,n_reads,ref_len,n_sites_used,mean_depth,mean_shannon,mean_norm_shannon,mean_pi,n_variable_sites_1pct,n_variable_sites_2pct,n_variable_sites_5pct,n_variable_sites_20pct
percent,barcode04,20pct,20.0,3767,1187,1186,3002.9342327150084,0.1314594333383121,0.012219559000543577,0.042156329860059266,339,214,106,36
percent,barcode04,2pct,2.0,398,1187,1186,313.06323777403037,0.11305344992779127,0.015530852606968553,0.0378514444621162,339,184,94,32
percent,barcode04,40pct,40.0,7703,1187,1186,6150.518549747049,0.1315173455523364,0.011148537135538865,0.04197990028111979,338,209,105,36
percent,barcode04,5pct,5.0,924,1187,1186,728.5876897133221,0.12122960641827085,0.014102209702043966,0.03973086611478036,327,193,96,37
percent,barcode05,0p5pct,0.5,125,1158,1155,99.2025974025974,0.08294103836688337,0.012445961770597461,0.02712537629038428,348,166,68,17
percent,barcode05,10pct,10.0,2111,1158,1158,1711.8169257340242,0.09668059218003149,0.009069563412263212,0.028441528202083635,268,138,61,19
percent,barcode05,1pct,1.0,232,1158,1158,184.35837651122625,0.08454620037530484,0.011219035578318022,0.026361211318855746,265,142,60,18
percent,barcode05,20pct,20.0,4157,1158,1158,3361.7677029360966,0.09646621040385359,0.008292789657626577,0.027941379922899405,249,139,60,19
percent,barcode05,2pct,2.0,444,1158,1158,356.79274611398966,0.09536026197870175,0.011386843238001623,0.029208822456515092,280,152,68,18
percent,barcode05,40pct,40.0,8309,1158,1158,6723.032815198619,0.09799347787061001,0.0077558614493509455,0.028349896227717886,255,149,60,19
percent,barcode05,5pct,5.0,1072,1158,1158,869.3264248704663,0.09753389104702184,0.010078652790242145,0.029083494279791018,265,155,63,19
percent,barcode06,0p5pct,0.5,137,1130,1128,120.87588652482269,0.06356704523792629,0.009350290342665149,0.019411899245226117,203,123,19,10
percent,barcode06,10pct,10.0,3029,1130,1129,2616.563330380868,0.07394412907421356,0.006549349855564141,0.019951759363943864,175,106,23,10
percent,barcode06,1pct,1.0,299,1130,1129,261.33835252435784,0.0739831580918534,0.009310562967427723,0.02178492939654177,263,137,40,10
percent,barcode06,20pct,20.0,6116,1130,1130,5276.699115044248,0.07348819653861352,0.005964467045939507,0.019632620300267224,167,102,20,10
percent,barcode06,2pct,2.0,599,1130,1129,516.4198405668733,0.07812471972196677,0.008742041775789935,0.022306613486351726,229,126,43,10
percent,barcode06,40pct,40.0,12320,1130,1130,10636.930973451328,0.07407507892373705,0.005557105819469372,0.01974331464798449,169,101,20,10
percent,barcode06,5pct,5.0,1470,1130,1129,1267.1018600531443,0.07772516983062254,0.007592189728073467,0.02146660605778665,196,117,34,10
percent,barcode07,0p5pct,0.5,60,1148,1141,50.186678352322524,0.06162256464818587,0.010992616459751903,0.02125568925368186,292,174,49,11
percent,barcode07,10pct,10.0,1295,1148,1148,1074.5174216027874,0.0863568404194404,0.008632987130767732,0.02451589829943181,227,124,45,10
percent,barcode07,1pct,1.0,126,1148,1148,104.66811846689896,0.07114041555578533,0.010641869329810977,0.022823876967404646,236,129,46,14
percent,barcode07,20pct,20.0,2668,1148,1148,2203.322299651568,0.09170853503728968,0.008300834200994258,0.025906093298607095,234,127,47,10
percent,barcode07,2pct,2.0,267,1148,1148,223.11498257839722,0.07572698301781443,0.009843160703076165,0.02299062077482993,221,131,45,11
percent,barcode07,40pct,40.0,5290,1148,1148,4378.08362369338,0.09163116553045199,0.007607951102059563,0.02571340487755549,227,122,45,10
percent,barcode07,5pct,5.0,643,1148,1148,534.3022648083623,0.08634951110280953,0.009652053193397833,0.02497811616805661,246,130,46,11
percent,barcode08,0p5pct,0.5,147,1130,1128,127.76152482269504,0.09225744187065085,0.013250393664409933,0.032415212436717376,248,179,71,33
percent,barcode08,10pct,10.0,2614,1130,1129,2263.0132860938884,0.11399785370432193,0.010243215386084484,0.03654750842093144,265,170,86,37
percent,barcode08,1pct,1.0,276,1130,1129,238.83790965456157,0.10200309747596031,0.01294748831325655,0.03426472427837908,282,165,74,34
percent,barcode08,20pct,20.0,5232,1130,1129,4548.647475642161,0.11343249600447863,0.009345985527225464,0.03615528006938987,260,171,82,36
percent,barcode08,2pct,2.0,525,1130,1129,454.7307351638618,0.10621914465376901,0.012051420698292663,0.03483583382884642,268,150,77,36
percent,barcode08,40pct,40.0,10281,1130,1129,8922.437555358725,0.1139513837489466,0.008693302465370681,0.03623813774523776,262,169,82,35
percent,barcode08,5pct,5.0,1343,1130,1129,1157.852967227635,0.10912661995331208,0.010739482454661782,0.0351712722832414,263,159,74,36
percent,barcode10,0p5pct,0.5,93,1226,1131,77.83908045977012,0.109902550023915,0.017587436525871587,0.036720600896376035,500,282,116,8
percent,barcode10,10pct,10.0,1360,1226,1225,1053.002448979592,0.11719151274938473,0.012289041680100529,0.034887101582006745,393,236,97,11
percent,barcode10,1pct,1.0,148,1226,1213,115.7633965375103,0.10493386127759328,0.01633710404590594,0.034841397458776555,354,255,107,15
percent,barcode10,20pct,20.0,2664,1226,1226,2050.324632952692,0.11826578995365955,0.0113592027510948,0.03480284520187158,373,231,97,11
percent,barcode10,2pct,2.0,255,1226,1225,198.18775510204082,0.11268488466182884,0.016042420527420432,0.036307331714246334,384,248,120,14
percent,barcode10,40pct,40.0,5392,1226,1226,4172.712887438825,0.11895210384975424,0.010391808942622337,0.034690925236025294,380,229,95,10
percent,barcode10,5pct,5.0,667,1226,1225,516.6351020408164,0.11414910878659755,0.013426425076373278,0.0346809592192243,374,244,111,10
percent,barcode12,0p5pct,0.5,76,1247,1201,63.071606994171525,0.07059895346685274,0.012436503308546346,0.02447541094700037,387,160,64,16
percent,barcode12,10pct,10.0,1567,1247,1246,1192.7568218298554,0.09225416494324279,0.010023793865602818,0.026873658696767635,307,161,51,15
percent,barcode12,1pct,1.0,157,1247,1201,126.47210657785179,0.08433146195719565,0.01311664949320457,0.027703166037458673,300,174,76,16
percent,barcode12,20pct,20.0,3226,1247,1246,2459.553772070626,0.09157965487952777,0.008884792856728179,0.026105993995660846,289,150,43,14
percent,barcode12,2pct,2.0,312,1247,1246,241.80256821829855,0.0939109847622844,0.014689890060439633,0.03080106835459215,326,197,88,21
percent,barcode12,40pct,40.0,6401,1247,1246,4887.091492776886,0.09505108932831453,0.008384971413705844,0.026884911806602137,302,156,46,15
percent,barcode12,5pct,5.0,748,1247,1246,568.4879614767256,0.0945506564527359,0.01158758833766791,0.028555293050416576,314,188,74,13
percent,barcode13,0p5pct,0.5,133,1155,1154,112.23310225303292,0.07126444237922121,0.010483057791957882,0.021909928233805918,268,158,29,11
percent,barcode13,10pct,10.0,3000,1155,1154,2517.639514731369,0.08599491157576654,0.007645722139839759,0.02380595332440056,236,135,36,11
percent,barcode13,1pct,1.0,295,1155,1154,252.30415944540727,0.07893456881452363,0.009872366216694512,0.023127048918920447,287,142,30,11
percent,barcode13,20pct,20.0,6090,1155,1155,5101.404329004329,0.08568338134478995,0.007008164121623816,0.023455652484617822,234,134,34,11
percent,barcode13,2pct,2.0,574,1155,1154,484.29289428076254,0.081532170624145,0.009122179962778443,0.02307052500081022,250,134,28,11
percent,barcode13,40pct,40.0,12150,1155,1155,10154.91341991342,0.085179369311053,0.006434842445616641,0.02323529278419014,227,131,32,11
percent,barcode13,5pct,5.0,1457,1155,1154,1227.4523396880415,0.08511726222630468,0.008328521721271303,0.023810338714023247,242,144,36,11
percent,barcode14,0p5pct,0.5,117,1130,1129,99.91939769707706,0.09157076495005484,0.013843192637318435,0.029327417281955516,366,196,76,12
percent,barcode14,10pct,10.0,2292,1130,1129,1941.8255093002658,0.1006316742692572,0.009244441401832743,0.0289403097489873,271,171,71,15
percent,barcode14,1pct,1.0,235,1130,1129,200.73427812223207,0.10448548350548026,0.013711001841042663,0.03222662711584855,338,190,80,14
percent,barcode14,20pct,20.0,4529,1130,1129,3834.289636846767,0.10135815279301427,0.008537948662552124,0.028899814930119574,280,168,67,13
percent,barcode14,2pct,2.0,463,1130,1129,391.748449955713,0.09875112254968073,0.011501483962579946,0.029300270932477567,300,173,66,13
percent,barcode14,40pct,40.0,9116,1130,1129,7714.0752878653675,0.1021801559210757,0.007932502475034065,0.02913846872274179,276,169,67,13
percent,barcode14,5pct,5.0,1151,1130,1129,973.9061116031886,0.09802620129210454,0.009903227435115538,0.028408022633045992,281,157,64,14
percent,barcode15,0p5pct,0.5,127,1169,1168,109.17465753424658,0.07765791821125076,0.011630770132747376,0.024592222853576387,238,142,69,10
percent,barcode15,10pct,10.0,2784,1169,1168,2357.535102739726,0.07692290690903612,0.007036039639804386,0.020921950560638582,198,113,30,10
percent,barcode15,1pct,1.0,280,1169,1168,241.486301369863,0.07445554624300771,0.009923627899789808,0.02230509049351723,228,125,54,10
percent,barcode15,20pct,20.0,5595,1169,1168,4737.563356164384,0.07737991842370603,0.006491393264587123,0.02089402488901615,193,106,31,10
percent,barcode15,2pct,2.0,603,1169,1168,514.5710616438356,0.07498566108199614,0.008656835735235006,0.02141603657937365,208,126,41,10
percent,barcode15,40pct,40.0,11352,1169,1168,9601.819349315068,0.07743639697721297,0.005971138456544781,0.020821031786854273,186,106,31,10
percent,barcode15,5pct,5.0,1372,1169,1168,1162.2388698630136,0.07626377965804237,0.00771519470481371,0.021096013270305036,197,118,36,10
percent,barcode16,0p5pct,0.5,147,1169,1159,119.49266609145815,0.0805537470940464,0.011666275444197042,0.02511331846041044,268,164,56,9
percent,barcode16,10pct,10.0,2850,1169,1169,2342.923866552609,0.09520256293740413,0.008775673270420734,0.02686621526062598,281,157,55,9
percent,barcode16,1pct,1.0,292,1169,1159,237.98878343399483,0.09184843620616832,0.011943824775392835,0.027908226823572538,327,166,67,10
percent,barcode16,20pct,20.0,5573,1169,1169,4583.299401197605,0.09176781749900907,0.007693629656709654,0.025495920176368647,268,142,48,9
percent,barcode16,2pct,2.0,571,1169,1159,471.2036238136324,0.09037143669354405,0.010405806704423043,0.02639470609451527,294,150,60,9
percent,barcode16,40pct,40.0,10992,1169,1169,9063.633875106929,0.09382577527842026,0.00726001291934007,0.025983288161169904,270,145,50,10
percent,barcode16,5pct,5.0,1430,1169,1168,1178.2816780821918,0.09361042172655229,0.009404179630306217,0.026734809830795694,285,156,56,10
percent,barcode17,0p5pct,0.5,116,1298,1285,84.84124513618677,0.12839797307948203,0.02884292986834825,0.05112602562173492,508,310,146,55
percent,barcode17,10pct,10.0,2060,1298,1298,1519.0916795069338,0.12451322221263028,0.013192154139875097,0.03944716738571682,396,255,123,29
percent,barcode17,1pct,1.0,229,1298,1295,171.75907335907337,0.12339291733727946,0.020880847192115706,0.04396248585599575,416,249,142,36
percent,barcode17,20pct,20.0,4176,1298,1298,3078.8143297380584,0.13254741343196025,0.012758973980668515,0.041662688877956475,401,271,130,29
percent,barcode17,2pct,2.0,424,1298,1298,312.60785824345146,0.12286554397025888,0.017202777298762142,0.04150380266735914,385,259,156,33
percent,barcode17,40pct,40.0,8290,1298,1298,6138.361325115562,0.13273958365697916,0.011696904270464875,0.04144945768929583,401,260,127,29
percent,barcode17,5pct,5.0,1072,1298,1298,788.4491525423729,0.12328614646041774,0.014347599970095017,0.0397686866380837,386,271,125,29
percent,barcode20,0p5pct,0.5,53,1169,1136,43.40492957746479,0.03643052093353952,0.006631068097282308,0.011055022717558927,231,104,7,2
percent,barcode20,10pct,10.0,994,1169,1168,809.9118150684932,0.04670471099810645,0.005184335598050748,0.011094338641274362,108,21,8,2
percent,barcode20,1pct,1.0,102,1169,1156,82.48442906574394,0.03710662854393194,0.005758530884746877,0.010355684557507325,336,83,4,2
percent,barcode20,20pct,20.0,2003,1169,1168,1640.4674657534247,0.05268170574864553,0.005303224483230626,0.012338315610887366,137,34,6,2
percent,barcode20,2pct,2.0,206,1169,1160,167.46896551724137,0.0362252925281587,0.004988729730556738,0.009327063301188043,148,23,4,2
percent,barcode20,40pct,40.0,4039,1169,1168,3308.220890410959,0.054028454381095076,0.004855154607860775,0.012386237595856798,123,39,5,2
percent,barcode20,5pct,5.0,506,1169,1168,410.98801369863014,0.04532099242149528,0.005587279687977933,0.011198024939737549,130,18,8,2
percent,barcode21,0p5pct,0.5,169,1128,1128,146.02393617021278,0.07928083743128009,0.011087436594400908,0.024278388457731497,293,138,36,12
percent,barcode21,10pct,10.0,3304,1128,1128,2858.9867021276596,0.08626910511484506,0.007546036251631898,0.024039136438134687,208,124,37,13
percent,barcode21,1pct,1.0,322,1128,1128,275.97251773049646,0.08767874255925101,0.010871411435220142,0.026027742997710265,262,144,46,13
percent,barcode21,20pct,20.0,6656,1128,1128,5754.939716312057,0.08716351460629414,0.0070050468522361254,0.02428645563541449,212,126,36,14
percent,barcode21,2pct,2.0,651,1128,1128,558.6941489361702,0.08257473498414514,0.009093910824769002,0.023641310972112504,225,124,35,13
percent,barcode21,40pct,40.0,13159,1128,1128,11367.995567375887,0.08746646316189728,0.00651504699087433,0.024337046810206722,208,125,38,14
percent,barcode21,5pct,5.0,1668,1128,1128,1434.5682624113474,0.08521120408073646,0.008168103073712032,0.023891403722349696,215,120,40,14
percent,barcode29,0p5pct,0.5,47,1157,1136,42.271126760563384,0.06438033351059065,0.011961110178787818,0.023232121962464793,270,270,55,17
percent,barcode29,10pct,10.0,932,1157,1157,795.4701815038894,0.09035785438299217,0.00950257394074138,0.02683857029840284,251,128,54,21
percent,barcode29,1pct,1.0,105,1157,1157,92.18582541054451,0.084171486588305,0.012827561818233812,0.028163786244432065,426,198,75,21
percent,barcode29,20pct,20.0,1858,1157,1157,1569.1391529818495,0.0891582292574959,0.008483880277594724,0.025975134948622604,232,116,51,19
percent,barcode29,2pct,2.0,199,1157,1157,173.42350907519446,0.08569931822227539,0.011577433323393949,0.026950895137751837,330,136,58,19
percent,barcode29,40pct,40.0,3732,1157,1157,3146.751944684529,0.09072150344674407,0.007858896789712801,0.026242358722556678,224,123,51,19
percent,barcode29,5pct,5.0,471,1157,1157,404.85652549697494,0.08697314158390507,0.010085995500150897,0.02629910777753974,244,123,56,19
percent,barcode30,0p5pct,0.5,189,1287,1128,168.37677304964538,0.08438858676123875,0.01145350985307879,0.025243479330614833,317,145,45,11
percent,barcode30,10pct,10.0,3666,1287,1286,2795.5629860031104,0.09582996469905312,0.009507541863037112,0.026997473517178478,313,172,50,11
percent,barcode30,1pct,1.0,367,1287,1284,284.99376947040497,0.09033247932453177,0.015690280754375487,0.03007941469647318,283,155,64,28
percent,barcode30,20pct,20.0,7265,1287,1286,5544.95800933126,0.09252253154418628,0.008211755167870687,0.02547973392922125,294,157,39,10
percent,barcode30,2pct,2.0,755,1287,1284,580.8676012461059,0.08981541168094731,0.012790579133779739,0.027679119752584767,273,154,69,11
percent,barcode30,40pct,40.0,14781,1287,1286,11267.289269051322,0.09469858476530155,0.007752927702425365,0.025999323619750887,288,157,41,10
percent,barcode30,5pct,5.0,1830,1287,1286,1392.7278382581649,0.0968315149372208,0.010814342545479819,0.027910690181522334,305,192,64,11
percent,barcode32,0p5pct,0.5,76,1238,1237,59.73080032336298,0.0888293080068047,0.01783748167386477,0.03201157757287645,449,201,113,28
percent,barcode32,10pct,10.0,1858,1238,1237,1390.1794664510915,0.11211012177497606,0.011554516201981089,0.03331471144148239,368,219,99,12
percent,barcode32,1pct,1.0,173,1238,1237,132.4389652384802,0.09499153095962351,0.014956600868513442,0.03086027860098362,354,215,103,12
percent,barcode32,20pct,20.0,3658,1238,1237,2744.6531932093776,0.11451394640551926,0.010665834499394228,0.033743410822422805,350,215,100,12
percent,barcode32,2pct,2.0,360,1238,1237,274.24090541632984,0.1017156017264389,0.013944956058386236,0.031830882770369266,335,214,114,13
percent,barcode32,40pct,40.0,7296,1238,1237,5467.54567502021,0.11702210696402955,0.00992699601628664,0.034411842513755904,353,220,103,12
percent,barcode32,5pct,5.0,904,1238,1237,681.7251414713015,0.10688288894006591,0.012158832740459903,0.03224466676170182,343,228,98,13
percent,barcode33,0p5pct,0.5,204,1296,1207,163.17398508699253,0.08759662965461118,0.018473444230517257,0.03180304378471957,350,168,60,27
percent,barcode33,10pct,10.0,4367,1296,1296,3300.0293209876545,0.09337094903921374,0.00953487630209912,0.026598313460522084,318,177,56,11
percent,barcode33,1pct,1.0,425,1296,1295,319.43166023166026,0.09790155559051689,0.022284480099815533,0.037230520022580045,310,175,83,47
percent,barcode33,20pct,20.0,8691,1296,1296,6564.974537037037,0.09213941155377589,0.008527249421276265,0.025681189961689697,295,161,48,10
percent,barcode33,2pct,2.0,832,1296,1296,630.8148148148148,0.08790751366828789,0.012317112554916883,0.026949132887952424,277,163,78,16
percent,barcode33,40pct,40.0,17301,1296,1296,13089.393518518518,0.0908458371150187,0.007618996490968583,0.02499192397770297,284,151,48,10
percent,barcode33,5pct,5.0,2193,1296,1296,1660.599537037037,0.08819068014503903,0.009978633110436482,0.0254545944160916,285,175,56,11
percent,barcode34,0p5pct,0.5,76,1211,1207,57.207953603976804,0.10424651472535713,0.01894295179588582,0.037204668917895874,472,226,133,22
percent,barcode34,10pct,10.0,1644,1211,1210,1246.813223140496,0.11548800929808707,0.011624606933797098,0.03477282643265537,348,221,99,15
percent,barcode34,1pct,1.0,157,1211,1210,118.9297520661157,0.12097941154335573,0.018131995532746924,0.04104738223910105,368,261,149,19
percent,barcode34,20pct,20.0,3229,1211,1210,2445.5479338842974,0.11418466099189427,0.010498670509913502,0.0338486355172625,339,211,97,15
percent,barcode34,2pct,2.0,336,1211,1210,252.80082644628098,0.11542360915332762,0.015181202557499234,0.03737315910799041,371,252,116,18
percent,barcode34,40pct,40.0,6408,1211,1210,4852.596694214876,0.11465438932127411,0.009644533732978487,0.033780718692238115,339,205,93,15
percent,barcode34,5pct,5.0,816,1211,1210,611.0528925619835,0.11517414045371112,0.012930928499415212,0.035495809004613355,366,230,105,16
percent,barcode35,0p5pct,0.5,139,1165,1126,122.14209591474246,0.07077919692037207,0.010554554283001623,0.021923949000496115,214,120,40,13
percent,barcode35,10pct,10.0,2702,1165,1165,2290.283261802575,0.09227586952474977,0.00843697113035213,0.026086243558267577,246,151,66,11
percent,barcode35,1pct,1.0,270,1165,1157,228.8219533275713,0.07497700923110594,0.009730702049987291,0.02218292253758535,235,117,39,11
percent,barcode35,20pct,20.0,5340,1165,1165,4529.512446351931,0.09239626358910463,0.007820869867979254,0.025853216557522846,246,145,60,11
percent,barcode35,2pct,2.0,536,1165,1165,455.2454935622318,0.0858459690762753,0.00995179534171423,0.024829128354807124,263,131,47,11
percent,barcode35,40pct,40.0,10581,1165,1165,8961.405150214592,0.09390263068583812,0.007339616198247156,0.026202087544152864,244,148,63,11
percent,barcode35,5pct,5.0,1335,1165,1165,1133.5201716738197,0.0896166281176145,0.008987309016992701,0.025358454652077603,241,142,52,11
percent,barcode36,0p5pct,0.5,113,1294,1128,96.51241134751773,0.08305242456216547,0.012760835786389913,0.02539308553878371,298,146,54,6
percent,barcode36,10pct,10.0,2280,1294,1294,1667.821483771252,0.09591266264511114,0.01011259489550276,0.026984476763398196,335,197,68,7
percent,barcode36,1pct,1.0,228,1294,1293,165.02088167053364,0.07159946868755547,0.010046723562792246,0.021302585893983254,266,139,50,9
percent,barcode36,20pct,20.0,4625,1294,1294,3367.724884080371,0.09867862239341664,0.00935517695280391,0.027437573716729082,331,183,75,7
percent,barcode36,2pct,2.0,455,1294,1294,330.9412673879444,0.08775722606766086,0.011640985475014742,0.026019304845582927,321,183,87,7
percent,barcode36,40pct,40.0,9326,1294,1294,6806.44513137558,0.09891239098104256,0.008489804837069348,0.02715947805956879,306,173,68,7
percent,barcode36,5pct,5.0,1144,1294,1294,838.258114374034,0.09073195410941813,0.010838950729161221,0.026138832223505125,300,188,82,8
percent,barcode37,0p5pct,0.5,209,1190,1092,190.60347985347985,0.044828586519761064,0.005916238615761054,0.0113060869533463,181,38,2,2
percent,barcode37,10pct,10.0,4087,1190,1175,3457.4765957446807,0.061680479181671875,0.005772998237241021,0.01473371323087074,153,74,7,2
percent,barcode37,1pct,1.0,393,1190,1168,334.4828767123288,0.044885457340412216,0.0052882740111435,0.010710890039369168,125,15,2,2
percent,barcode37,20pct,20.0,8255,1190,1175,6994.271489361702,0.06439590546330919,0.00553552045511081,0.015296109306338202,159,73,7,2
percent,barcode37,2pct,2.0,791,1190,1168,677.9828767123288,0.05175491527667009,0.005849238088323954,0.012423360393583405,111,32,7,3
percent,barcode37,40pct,40.0,16614,1190,1175,14081.754042553192,0.06492872178858035,0.005154519266877385,0.015317993485165528,152,66,7,2
percent,barcode37,5pct,5.0,2043,1190,1169,1738.9384088964928,0.059440420040849345,0.005964322943038035,0.01427383959578039,144,67,10,2
percent,barcode43,0p5pct,0.5,95,1184,1131,82.69407603890363,0.10027702983293198,0.015735280913643918,0.03370487676530274,487,246,113,9
percent,barcode43,10pct,10.0,2080,1184,1184,1736.9991554054054,0.1053223329772409,0.010733080915101261,0.03171799473317843,286,203,100,13
percent,barcode43,1pct,1.0,199,1184,1178,168.79202037351442,0.09070969384795696,0.0134437781207138,0.02961491372493855,355,203,91,15
percent,barcode43,20pct,20.0,4134,1184,1184,3437.3260135135133,0.10558995967146109,0.009639003491307656,0.03136138588666543,291,202,94,13
percent,barcode43,2pct,2.0,381,1184,1181,319.6731583403895,0.09086865572429835,0.012038226062053061,0.028727786935038333,289,176,89,15
percent,barcode43,40pct,40.0,8252,1184,1184,6874.7449324324325,0.10669225840949045,0.00886933995039696,0.031631677406348785,292,197,94,12
percent,barcode43,5pct,5.0,1016,1184,1184,853.2474662162163,0.09631622145235158,0.011084524527626243,0.029404545656952177,274,182,89,14
percent,barcode44,0p5pct,0.5,135,1130,1128,117.07358156028369,0.06234510854631812,0.009384208122127187,0.018476687488767535,218,126,29,5
percent,barcode44,10pct,10.0,2719,1130,1129,2383.357838795394,0.07304323465897275,0.0065802683245743425,0.01854905023174196,192,101,18,4
percent,barcode44,1pct,1.0,258,1130,1128,229.1959219858156,0.06307565302315746,0.008172307317766433,0.01753574510066352,208,108,19,4
percent,barcode44,20pct,20.0,5414,1130,1129,4759.173604960141,0.07217837052445197,0.005961003341777231,0.018029252631247498,179,97,14,4
percent,barcode44,2pct,2.0,537,1130,1129,472.6837909654562,0.0671011089300754,0.00766483868504436,0.017789267766470305,202,105,15,4
percent,barcode44,40pct,40.0,10925,1130,1129,9607.879539415411,0.07143382792362162,0.005442873831156876,0.017670011068342904,172,95,13,4
percent,barcode44,5pct,5.0,1321,1130,1129,1160.4083259521701,0.0670848565557601,0.0066607803634327395,0.01704969001647598,189,94,12,4
percent,barcode45,0p5pct,0.5,144,1159,1136,123.72271126760563,0.07537513770294237,0.010922630864662526,0.02343732885080374,247,142,41,13
percent,barcode45,10pct,10.0,2671,1159,1159,2221.3382226056947,0.09151886906613481,0.008481786454313092,0.026039265052208747,254,140,55,15
percent,barcode45,1pct,1.0,286,1159,1136,243.81514084507043,0.08104313474762437,0.010315489230850326,0.024300904241937538,273,137,43,14
percent,barcode45,20pct,20.0,5292,1159,1159,4388.029335634167,0.09249471156659263,0.007765887728398039,0.026202577986100803,256,142,53,15
percent,barcode45,2pct,2.0,540,1159,1148,453.80052264808364,0.08660634257235514,0.009866218893494184,0.025393966714247436,272,135,52,14
percent,barcode45,40pct,40.0,10514,1159,1159,8705.495254529767,0.09191002655354076,0.007106923519387127,0.025818651332904393,257,134,53,14
percent,barcode45,5pct,5.0,1335,1159,1159,1110.4547023295945,0.09023207673740284,0.008961006552670658,0.025715753408101102,256,139,53,13
percent,barcode46,0p5pct,0.5,95,1299,1129,78.68113374667848,0.08257079551542201,0.013231018448327506,0.026701747196496584,466,190,69,13
percent,barcode46,10pct,10.0,2035,1299,1298,1474.9869029275808,0.101505587961308,0.01110596321561146,0.030047364223423776,335,195,87,17
percent,barcode46,1pct,1.0,201,1299,1296,147.06404320987653,0.0887489105744926,0.01519877088583443,0.03011643118495069,355,201,96,19
percent,barcode46,20pct,20.0,4012,1299,1298,2902.913713405239,0.10737815849900183,0.01059346757060572,0.03147036177150845,344,207,88,17
percent,barcode46,2pct,2.0,397,1299,1298,285.6548536209553,0.09750588650179592,0.014868689718400883,0.03169481724306003,324,199,103,19
percent,barcode46,40pct,40.0,7953,1299,1298,5750.728813559322,0.10922627805530552,0.009827832111709152,0.031828603851656,334,205,93,16
percent,barcode46,5pct,5.0,1027,1299,1298,741.4345146379045,0.10330827628610352,0.012924028419723585,0.03162558757799732,340,213,95,17
percent,barcode48,0p5pct,0.5,190,1303,1128,167.90425531914894,0.06080351235984076,0.0082109680600439,0.017667359896072484,237,103,16,7
percent,barcode48,10pct,10.0,3520,1303,1303,2705.4098234842672,0.10416713042388683,0.014965634023933019,0.033708797515688976,271,180,85,28
percent,barcode48,1pct,1.0,379,1303,1287,297.28593628593626,0.07472464217781963,0.01901773296842806,0.029306093673144597,210,105,42,34
percent,barcode48,20pct,20.0,7072,1303,1303,5451.222563315426,0.10616071720867847,0.012843935200595468,0.03297493880657753,288,199,81,24
percent,barcode48,2pct,2.0,715,1303,1292,557.3630030959753,0.08432234411236939,0.017970258684940604,0.03042403218945944,230,123,55,44
percent,barcode48,40pct,40.0,14221,1303,1303,10981.397544128933,0.10909606860230521,0.011603990011761375,0.033582481775859825,301,177,82,27
percent,barcode48,5pct,5.0,1780,1303,1302,1372.6351766513058,0.10338098334114033,0.01773065993116561,0.035284052812135584,269,168,95,31
percent,barcode49,0p5pct,0.5,206,1222,1220,165.57295081967214,0.07436659537285778,0.01106597677625414,0.023178640888270877,332,132,47,14
percent,barcode49,10pct,10.0,4373,1222,1222,3523.9484451718495,0.08550428584842446,0.007847672182745286,0.023682242381846682,253,132,41,11
percent,barcode49,1pct,1.0,436,1222,1222,349.6734860883797,0.07601848236866754,0.009343480518195769,0.02213827846789019,243,115,41,11
percent,barcode49,20pct,20.0,8614,1222,1222,6934.540098199673,0.08756383195918663,0.007404655683051498,0.024073955269115425,255,128,41,11
percent,barcode49,2pct,2.0,873,1222,1222,701.620294599018,0.07935780251325267,0.008788509057186042,0.02254309026016204,232,117,43,13
percent,barcode49,40pct,40.0,17336,1222,1222,13960.893617021276,0.08764693901135753,0.006808054842696435,0.024042150182247524,247,127,42,11
percent,barcode49,5pct,5.0,2191,1222,1222,1765.5801963993454,0.08218717953498177,0.008049400352335727,0.02297412576337921,232,126,40,12
percent,barcode50,0p5pct,0.5,177,1159,1114,158.7423698384201,0.050829030658276105,0.007278520279853791,0.013808922118362672,224,59,10,3
percent,barcode50,10pct,10.0,3400,1159,1158,2896.639896373057,0.06452612999677472,0.005733273038663368,0.01569809252505101,175,84,7,2
percent,barcode50,1pct,1.0,334,1159,1158,286.76683937823833,0.058824896502186336,0.007888072517444725,0.015815974626373696,186,95,15,3
percent,barcode50,20pct,20.0,6886,1159,1158,5866.612262521589,0.06717899772823631,0.005474805182928329,0.01631198509240901,181,86,8,2
percent,barcode50,2pct,2.0,667,1159,1158,570.119170984456,0.06043409020930496,0.006896391708372169,0.015359799634709567,188,93,8,2
percent,barcode50,40pct,40.0,13721,1159,1158,11686.57944732297,0.06670897715721495,0.005039751927293223,0.01604041919519559,172,84,8,2
percent,barcode50,5pct,5.0,1726,1159,1158,1474.3246977547496,0.06117317482284258,0.005964681842532097,0.014897466003855466,177,83,6,2
percent,barcode53,0p5pct,0.5,57,1228,1225,43.00081632653061,0.1103555720001338,0.0206406553539242,0.04114993833860583,416,306,145,22
percent,barcode53,10pct,10.0,979,1228,1228,739.1685667752442,0.14327925821854107,0.01591952675584971,0.04668536155709787,414,286,160,21
percent,barcode53,1pct,1.0,114,1228,1228,85.49348534201954,0.10424971851107818,0.01636358079683601,0.03574834832003318,428,244,113,19
percent,barcode53,20pct,20.0,1946,1228,1228,1481.7581433224755,0.14432890997785713,0.014442628036048783,0.04635852226555482,421,271,151,21
